127.0.0.1 - - [29/Apr/2016:20:36:09 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [29/Apr/2016:20:36:12 +0530] "GET /BusReservationSystem/ HTTP/1.1" 404 993
192.168.0.104 - - [29/Apr/2016:20:37:51 +0530] "POST /BusReservationSystem/rest/passangeroperations/login HTTP/1.1" 200 60
192.168.0.104 - - [29/Apr/2016:20:38:41 +0530] "GET /BusReservationSystem/rest/passangeroperations/getcurrentwalletamount?username=varsha_ajane@gmail.com HTTP/1.1" 200 58
192.168.0.104 - - [29/Apr/2016:20:38:41 +0530] "GET /BusReservationSystem/rest/passangeroperations/getcurrentwalletamount?username=varsha_ajane@gmail.com HTTP/1.1" 200 58
192.168.0.104 - - [29/Apr/2016:20:38:46 +0530] "POST /BusReservationSystem/rest/passangeroperations/addtowallet HTTP/1.1" 200 79
192.168.0.104 - - [29/Apr/2016:20:38:58 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:08 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:18 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:25 +0530] "GET /BusReservationSystem/rest/passangeroperations/getcurrentwalletamount?username=varsha_ajane@gmail.com HTTP/1.1" 200 58
192.168.0.104 - - [29/Apr/2016:20:39:25 +0530] "GET /BusReservationSystem/rest/passangeroperations/getcurrentwalletamount?username=varsha_ajane@gmail.com HTTP/1.1" 200 58
192.168.0.104 - - [29/Apr/2016:20:39:27 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:30 +0530] "POST /BusReservationSystem/rest/passangeroperations/generateTicket HTTP/1.1" 500 102
192.168.0.104 - - [29/Apr/2016:20:39:32 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:37 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:42 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:48 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:52 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:39:58 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:40:02 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:40:08 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:40:12 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:40:18 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:40:22 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:42:15 +0530] "POST /BusReservationSystem/rest/passangeroperations/login HTTP/1.1" 200 60
192.168.0.104 - - [29/Apr/2016:20:42:34 +0530] "POST /BusReservationSystem/rest/passangeroperations/generateTicket HTTP/1.1" 500 74
192.168.0.104 - - [29/Apr/2016:20:42:36 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:42:46 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:42:48 +0530] "POST /BusReservationSystem/rest/passangeroperations/generateTicket HTTP/1.1" 500 74
192.168.0.104 - - [29/Apr/2016:20:42:50 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:42:56 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:43:00 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.100 - - [29/Apr/2016:20:43:02 +0530] "POST /BusReservationSystem/rest/conductoroperations/login HTTP/1.1" 200 60
192.168.0.104 - - [29/Apr/2016:20:43:06 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.100 - - [29/Apr/2016:20:43:06 +0530] "GET /BusReservationSystem/rest/conductoroperations/getconductordetails?username=conductor2@gmail.com HTTP/1.1" 200 111
192.168.0.100 - - [29/Apr/2016:20:43:08 +0530] "POST /BusReservationSystem/rest/conductoroperations/updatebuslocation?username=conductor2@gmail.com HTTP/1.1" 200 77
192.168.0.104 - - [29/Apr/2016:20:43:10 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.104 - - [29/Apr/2016:20:43:16 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.100 - - [29/Apr/2016:20:43:16 +0530] "GET /BusReservationSystem/rest/conductoroperations/getconductordetails?username=conductor2@gmail.com HTTP/1.1" 200 111
192.168.0.100 - - [29/Apr/2016:20:43:17 +0530] "POST /BusReservationSystem/rest/conductoroperations/updatebuslocation?username=conductor2@gmail.com HTTP/1.1" 200 77
192.168.0.104 - - [29/Apr/2016:20:43:20 +0530] "POST /BusReservationSystem/rest/passangeroperations/getbuslocation HTTP/1.1" 200 62
192.168.0.100 - - [29/Apr/2016:20:43:24 +0530] "POST /BusReservationSystem/rest/conductoroperations/updatebuslocation?username=conductor2@gmail.com HTTP/1.1" 200 77
